userName,content,score,at
Jonas Boateng,the game is awesome,5,2025-04-01 03:42:04
Rajkumari Devi,Nice 🎮🎮🎮 game,5,2025-04-01 03:38:16
Umang Raj Pandey,This game was the best game in childhood and now a days also,5,2025-04-01 03:36:52
Kiera OBrien,I love to play this game while I'm just going to lunch or in school it's honestly also very fun too overall great game 100 percent download it,5,2025-04-01 03:29:01
Lucius Corby,I really enjoy playing this game. but due to it being repeated and the update are repeated as well. once you get to a higher score than it doesn't get hard so it is possible to go way further if you the hang.,3,2025-04-01 03:26:46
Ganga Upadhaya,it was very fun game when we are free we can play this game,5,2025-04-01 03:22:37
Cartoon Kahaniyan Tv,nice hack,1,2025-04-01 03:14:41
Savitri Swami,Best game ever I am playing it since my childhood 😊😊,5,2025-04-01 03:07:46
Chintu Manvith,best game dude,5,2025-04-01 03:07:44
Nur Nawal Fasehah,this is so cool,5,2025-04-01 03:04:39
Jashubhai Bhatt,it really bad to update,1,2025-04-01 02:58:11
Sanju Eswari,",💜",5,2025-04-01 02:51:14
S Hari Haran,very enjoyable,5,2025-04-01 02:50:33
MR AFLEX V (MR AFLEX 001),good,5,2025-04-01 02:47:03
Flurix Playz,game bekar hai 😒,5,2025-04-01 02:44:27
Roushan Kumar,it's good,5,2025-04-01 02:39:27
Dipali Shinde,I am at toppp,5,2025-04-01 02:36:30
Arjumand Shaheen,coolest game,5,2025-04-01 02:34:10
Himanshu Das,op game,5,2025-04-01 02:30:48
Katyayni Shukla,Very nice,5,2025-04-01 02:26:49
Ahmed Ali Shaikh,late update,2,2025-04-01 02:25:34
kashavva bhoj,I love this game 🎮🎯,5,2025-04-01 02:15:41
Winnie Salamat,i love this game,5,2025-04-01 02:14:07
Tejan Shahi,Love this game,5,2025-04-01 02:03:49
Riley Carl,beat game ever played no mistakes,5,2025-04-01 01:56:26
Mohit Krishali,best game for offline.,5,2025-04-01 01:55:37
Muskan Kumari,this app is bad no coins bad game,4,2025-04-01 01:50:56
Adekunle Adebare,great,5,2025-04-01 01:48:38
asim ahmad,very nice game,5,2025-04-01 01:40:59
Anita Chakma,this is a good game,5,2025-04-01 01:40:55
Anthony Kesh,"I don't know if it's just me, but after I've played for a while, the game just resets and starts from the beginning. Please I want to know what's causing this",3,2025-04-01 01:39:50
Ayush Dubey,very nice game,5,2025-04-01 01:32:36
Hydraculax,I was A Kid Back Then Became my First Favorite Video Game That I've ever played And Still The Best And I got nostalgia Playing This Amazing Game For Everyone,5,2025-04-01 01:20:37
Vani Prakash,"I played this since I was a small kid, Back then, I didn't know what the coins were, but now I'm like a pro, then before, it just brings back memories 😊",5,2025-04-01 01:19:00
Sushil Sharma,This is so amazing,5,2025-04-01 01:11:26
nathaniel sara,I love this game,5,2025-04-01 00:57:30
Senamile dladla,"I give subway surfers 1 star, cause older versions have problems when installing them. Also when opening the app, you cannot change the background. So I'm not very happy about this app. And I use to be a subway surf fan.",1,2025-04-01 00:51:31
Fiona F,"Nothing spectacular, but a pretty solid game. It helps pass the time and I like that all ads are optional rather than forced and you don't have to spend any money to fully enjoy the game. Been playing this game for years and it's still fun. Update: I don't like that different outfits have split into essentially different characters rather than being different options for the same character, it makes the character menu cluttered, confusing and difficult to navigate and is just plain annoying.",4,2025-04-01 00:49:47
Anita herrera,It's the funniest game ever,5,2025-04-01 00:37:09
Hi To,I love,5,2025-04-01 00:31:46
Saanvi Thakur,"i remember playing this game as a kid , it has changed a lot now but I still feel like a little kid whenever I play this game",5,2025-04-01 00:27:15
anas Ashraf,so good game,5,2025-04-01 00:02:30
Mia,very good for long car rides or when you have no Wi-Fi,5,2025-03-31 23:56:47
Muhammad Sani Abubakar,I mean the game used to be perfect but it's trash now almost every day or weak should I say update for what and don't let me start about the app not saving my progress after updates. am a fan but it's trash now I think am gonna delete it,2,2025-03-31 23:40:01
John Man,Just... Chef's kiss,5,2025-03-31 23:38:53
aubriee reynolds,it's so fun I'm literally addicted,5,2025-03-31 23:19:51
Utsho Sarkar,it is the best game ever🤩🥰🥰🥰🥰🥰,5,2025-03-31 23:15:27
Romallo Hernandez,it is very fun and it shows you can reach you goals no matter what,5,2025-03-31 23:11:33
Bellamee,"I love the game but I hate that they keep blocking new characters behind pay walls. I would understand if it was a returning character but these characters haven't even been there before! It's super upsetting, especially as someone who wants to get everything.",2,2025-03-31 23:10:20
Jamari,1ne of da best games I eva played,5,2025-03-31 23:05:01
Amir Brown,W childhood game,5,2025-03-31 23:03:21
Daysi Hernandez,fun,5,2025-03-31 22:58:33
Joyce sikadi,"I've been playing this game for many years now,it's high time you monetize it. let's make real money from it. people are suffering especially in Africa,make this game money worthy and you will get more and many players. I for one will help you share it to everyone I know so they can download and play and also make money.",5,2025-03-31 22:58:15
Ashley Moyo,amazing,5,2025-03-31 22:52:10
Wahyu Phe,this so cool,3,2025-03-31 22:47:53
Dev Goyal,very worst very bad and very poor,1,2025-03-31 22:05:51
Blaze Howell,brings back memories of when I used to play with my mom,5,2025-03-31 22:03:34
Sophie,"Not only did this game cure my ADHD, bipolar and schizophrenia, it also brought my wife back from the dead and my kids back from the orange pineapple man. Or am I seeing things? I don't know whatever. Anyways now with my wife and kids by my side and my mental disorders cured, I can continue to ignore them by playing this game. thanks Subway Surfers 🥰😘",5,2025-03-31 21:57:22
Adam Almalla,perfect,5,2025-03-31 21:45:38
Ahmed Ahmed Alaa,this game is amazing it is very fun,5,2025-03-31 21:26:45
Abdo mohamed11,i remeber this old game it's my old game and i'm still playing this game and i love it 100% thank you sybo games for this games i apprishade that,5,2025-03-31 21:19:23
Aisha Edouard,no words just amazing,5,2025-03-31 21:08:39
Farhana Fatima,This game is always a good game for this. Especially for kids.,4,2025-03-31 21:00:23
Omar Darwish,the game inspires me not to give up and always keep going,5,2025-03-31 20:51:57
Victoria Dzifa Boateng,Perfect,5,2025-03-31 20:51:00
Yvonne Soltero,good game 😁,5,2025-03-31 20:46:35
The Innocent Army FFs,thank you very much for the new update... I love this game thank you ❤️,5,2025-03-31 20:45:15
Ashton Williams,I have been playing this game for years it is still good,5,2025-03-31 20:37:15
moi moi,",💪💪💪💪💪💪",5,2025-03-31 20:32:14
saravanan saravanan,NICE APP,5,2025-03-31 20:30:54
Owen Roberson,i mean it's a classic but unless u want it for nostalgia there's better games,3,2025-03-31 20:25:50
Nepty,I love this game,5,2025-03-31 20:25:31
Small fry Hall,it is fun playing this evening day,5,2025-03-31 20:22:57
sisanda mntaka,this is the best game to relax and to calm down I love this game and I played for 5 year's I love this game this is the best game,5,2025-03-31 20:15:15
Irma Alina Rodriguez,so fun,5,2025-03-31 20:13:15
Moritz Vöhringer,to much ad cash grab system also p2w,1,2025-03-31 20:02:15
Muaadh Ifham,"pretty good, but sometimes glitches",5,2025-03-31 19:58:48
Ivy Peters,honestly for the years i played subway surfers just mever gets old,5,2025-03-31 19:56:42
DrPo,Fun,5,2025-03-31 19:52:43
Shahrukh Shaikh,I will never get bored with this game,5,2025-03-31 19:52:34
Tyerell Hamilton,Subway surfers OG,5,2025-03-31 19:48:56
Sayeh Tabari,"Hello, why did the game restart in the new update and all previous characters and settings were deleted? 😭😭😭",2,2025-03-31 19:42:23
bosniaman Man,VERY very fun especially in long car rides,5,2025-03-31 19:41:23
Randy,it's a very good game,5,2025-03-31 19:39:22
Wiza Munkondya,it's a good game,5,2025-03-31 19:38:09
DEVAYANI RADHAKRISHNAN,funny game 😍😍,5,2025-03-31 19:36:11
Ibrahim Principal,it's more interesting than you think,5,2025-03-31 19:25:17
Kristina Flynn,I love the New look and especially the music it's Awesome keep with the music I love playing,5,2025-03-31 19:23:40
saroj,Entertainer...,5,2025-03-31 19:13:23
Carol Samrat A S,"I love the Graphics, New Characters and the Locations which represents the City. It's great to play too. The sub outfits of every character came as separate characters and it's not nice to see. Kindly change it. But the floor lava / plant invasion final stage last 3 challenges were too hard to finish as it's taking a really long time. So kindly reconsider setting the milestone, reducing some will be better.",5,2025-03-31 19:12:01
Celine Gasser,My favorite game 😞✨✨✨✨,5,2025-03-31 18:59:07
Anupam Roy Chowdhury,"This game is pretty nice.But some times it just gets too frustrating.I feel a bit disappointed that people who don't buy certain bundles with real money don't get some really cool characters,they are not given a chance also other than buying those packs.The current season challenges get so irritating to watch so many ads and get to extremly High unreachable scores.After my last review, I have seen quite a bit improvement.Lots of room for more improvement I'd love to see more of this good work.",4,2025-03-31 18:55:01
Doug Tweedy,"the perfect game to play when your board, it has a good amount of updates and you can unlock characters and boards. I don't really know how to describe it but it's a good game.",5,2025-03-31 18:49:20
Uchenna Nnoka,Beautiful,5,2025-03-31 18:42:19
Aslam Sultan,this brings back so many memories when me and my siblings and I used to play the nostalgia has to be 5 star,5,2025-03-31 18:42:02
The Zimmermanns,"super fun, but after time gets boring the difference seasons are fun",5,2025-03-31 18:41:53
Rehan Shaikh,this game is so excellent,3,2025-03-31 18:40:22
Vinay Rana,good,5,2025-03-31 18:38:51
Thank God Danlami,Perfect game,5,2025-03-31 18:35:54
Perth Ezrom,"The game is so wow I'm really enjoying it, but it would be great if you add some different ways in running, I'm always running in the same ways I'm even cramming em'",5,2025-03-31 18:35:50
SABIUL ISALAM SABA,nicy,5,2025-03-31 18:31:50
M Bah,it is soooo good game if u are angry it works very good wow !!!,5,2025-03-31 18:28:42
Nhii Aryee Blunt,"My level restarts everytime i exist the app, i later signed in with my google account but this problem has been persistent. A solution would be great.",3,2025-03-31 18:27:33
Muhammad Shahnawaz,the best game of world,5,2025-03-31 18:27:21
Emad Issa,"It is cool, yet I still do not know... I mean still the same even the themes and events. It is a bit boring now. It used to be the BEST! What happened?!!",1,2025-03-31 18:26:11
Kiyan X Maker,The best game and the most famous game in the world 😄 👍,5,2025-03-31 18:24:39
amaan khan,the best game for long boring road trips,5,2025-03-31 18:22:34
Mamta Sah,nice game,3,2025-03-31 18:22:27
Sai Bhargavi,good,4,2025-03-31 18:21:06
Moni Sabu (Christeena Sabu),Back on track after years. it still gives the same childhood vibe. love it forever.,5,2025-03-31 18:20:57
Amahle Ndlovu,keep me company,5,2025-03-31 18:16:51
emma DJADJA-AVONYO,I love it 🤩,5,2025-03-31 18:08:40
Ugne Serdikeviciute,love it,5,2025-03-31 18:06:19
Derek Messier,Too many ads. Im surprised you can even breath without having to watch an ad,2,2025-03-31 17:59:04
Cyril Asare,I think this game is one of the best games I've played so far. It's one of a kind and I don't often get bored playing it. I normally enjoy playing the events to gain event coins. It's a very nice game. Looking forward to the next update.,5,2025-03-31 17:55:00
Vuyokazi Hani,very entertaining game with interesting unique updates,5,2025-03-31 17:54:50
Sweetum Chib,"so good game, one of the best games I discover. This is one of mostly good game in my life",5,2025-03-31 17:50:14
Md Wasim,so cool 😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎,5,2025-03-31 17:49:23
irfan Ullah,Good Offline Game 😉,1,2025-03-31 17:45:14
Eli Colomb,is really fun to play,5,2025-03-31 17:43:22
Grace Jalloh,it's good and all but there's so many ads,3,2025-03-31 17:39:51
Kushi Kushi,wow mast game hai I love to play this game such a amazing game 🤩😀,5,2025-03-31 17:39:16
Dominic Sangpi,not really bad game,4,2025-03-31 17:37:54
Mariam Tahir,Amazing game,5,2025-03-31 17:37:31
Benjamin Atherton,"It's meh. Could be a little more sophisticated in its character and event ideas. Maybe the jukebox setting capability available offline. The watching ads instead of purchasing stuff is genius, and I freaking love it. Maybe a few tweaks here and there might make it a little better. Other than that, great game.",4,2025-03-31 17:33:55
Vishal Kumar,It is very good game new update are very interesyed,5,2025-03-31 17:32:57
Balu Ugale,best games,5,2025-03-31 17:32:12
Yogesh Nayak,Wdym my device isn't compatible for this version.... I used to play with my granny's phone now I can't play it in my phone??? Every games now check for low end devices and you can't?? You'll lose your og players... Good bye SYBO... Well done ✅,1,2025-03-31 17:31:03
Bharat Shrestha,Go ahead,3,2025-03-31 17:28:25
Tossif Ayan,is good game,5,2025-03-31 17:26:55
Anjali Sharma,👍🏽,5,2025-03-31 17:23:56
Jayant,these game is very good game,4,2025-03-31 17:15:53
Vimla devi,very good😊awesome,5,2025-03-31 17:11:25
Oyowe Desmond,I love this game since when I was a a kid,5,2025-03-31 17:08:39
Biology and Chemistry classes,best game for children,5,2025-03-31 17:07:52
Saikat Ahamed,good,5,2025-03-31 17:01:11
Shahnawaz Alam,nice,5,2025-03-31 16:58:21
Ramy Samy,Amusing,5,2025-03-31 16:57:25
Chukwudebelu Concillia,it doesn't have places to run to only old trains and environment. so u guys should please bring our new places in de game so it will be enjoyable and de ads re always much .,2,2025-03-31 16:57:22
Simbarashe Chazuwa,One of the best......,5,2025-03-31 16:53:52
Qasimali Qasimali qasim,"This Game is very Great,♡,♡,♡",4,2025-03-31 16:52:32
Diwakar King,nice game,1,2025-03-31 16:51:59
Nirmala mary,it's pretty fun to play!!,5,2025-03-31 16:47:40
Chrisantus Ejike,is a fantastic game,5,2025-03-31 16:40:07
Sunita Tomar,best,4,2025-03-31 16:36:24
Ajay Phagwara,Interesting Game Ever,5,2025-03-31 16:35:34
Franco Schmidt,too many ads but still a good game,3,2025-03-31 16:31:49
Azade,good,5,2025-03-31 16:31:49
Shehla Saeed,it is a great app. when i was 3 my brother introduced it and honestly it ia always a relief to play it,5,2025-03-31 16:29:29
AK TECH AND GAMING,superrr game 💕💕,5,2025-03-31 16:28:12
Dhara Prajapati,amazing 👏,4,2025-03-31 16:23:28
Akash Deep,"well, its good for timepass and relaxing also idk somehow it gave me the energy to study",4,2025-03-31 16:22:10
Brayden,Best game ever you can play online and offline you get soooo much cool things too,5,2025-03-31 16:19:19
Leen ahmed Aydeen,♥️,5,2025-03-31 16:16:50
Jennifer Sarange,this is the best game I've ever played 10/10,5,2025-03-31 16:16:08
Priyanka Singh,amazing 👏,5,2025-03-31 16:14:08
Shwetkumar Jaiswal,I really like how Subway surfers have collaborated with other games and bring new characters and think subway surfers do such collaboration with other games (fictional character or like anime character would be crazy) too. i have been thinking I will change review time every update,5,2025-03-31 16:12:49
Manoucheca Bellevue,"yes, I want to get to play offline",3,2025-03-31 16:11:34
Alpha Murimi,Cool update but I dunno why it's stuck at 33%.Yoo finally it's working!!(after hours)Surely Play Store is trolling me.,5,2025-03-31 16:11:29
Luffy,a good game and very hard,5,2025-03-31 16:10:48
Khurram Ayaz,noobs,1,2025-03-31 16:08:21
Gentle Uwaifo,nice game ⚘⚘⚘⚘😍😍😍😍,5,2025-03-31 16:05:44
Ashish,it is an awesome game i played ever. I play this game as a child. whenever my data finishes then i play this game,5,2025-03-31 16:04:26
Priyadharshini Dharshini,this is very good game,5,2025-03-31 16:02:04
Huzafa Mallhi,it was good 👍,1,2025-03-31 16:01:23
Naeem bhatti,outstanding app for entertainment,5,2025-03-31 16:01:05
Malaika Iftikhar,nice game except boots,5,2025-03-31 15:59:01
gouse allu Gouse,very good game,5,2025-03-31 15:55:12
Kanika Rajput,this is the best game for the children because I am also a child so I also enjoyed this game alot and a very nice day for everyone 😊😊♥️♥️👏🏻👏🏻,5,2025-03-31 15:53:56
Tuba Firdous,this is the worlds best and my fav 😍game,5,2025-03-31 15:52:02
Ojoma Agada,nice 👍,4,2025-03-31 15:51:46
Dilip Bhai,best,5,2025-03-31 15:49:59
raju rajput,I love this game,5,2025-03-31 15:49:14
Hh Df,Amazing game keep it up,5,2025-03-31 15:48:46
Katlego Nkatlo,love it time killer,5,2025-03-31 15:47:37
Louisa Williams,Just a quick question when i load up subway surfers it just never loads why does it do this plz fix bug,2,2025-03-31 15:46:38
divy chaubey,playing from childhood. and now returning back through this og game with lots of fun. This game gives a nostalgic vibes through this was the first game i have ever palyed wow what a beutifull game it is .....,5,2025-03-31 15:44:51
Kesav K Kadirvelu K,I rather play this 28 hours...,5,2025-03-31 15:42:26
Tanishk,fantastic game playing since childhood,5,2025-03-31 15:41:46
Mustapha Gaye,It's incredibly and my favourite game of all time.,5,2025-03-31 15:40:15
Krushna Solgama,very joyful,5,2025-03-31 15:40:03
Favour Jonathan,Been playing the game and it's lots of fun highly recommend but I'm kinda getting tired of seeing the same thing over and over like (floor is lava) they should bring something new to create an edge and prevent the game from becoming boring although I like the new characters but because of that it gets a four sorry for my lame review the game is awesome,5,2025-03-31 15:39:27
Keshav Virani,"nice game ""nostalgia""",5,2025-03-31 15:39:19
Sachin kumar,this is the wrost game ever don't play it I think this is the best game ever because my bestie suggest me to play this game but nooooo😠😠😠😠😠😠🤢🤢🤢🤢🤢,1,2025-03-31 15:38:48
M.monika,this is very good game l like this game l looks stunning basically I like running games so this is apt for me so lam happy to play. but the update are have nets have came soo much so please see that but other are very good,3,2025-03-31 15:34:14
C. Spandana,I have one suggestion make players choose their option to whether they select the boy or police. if you make this update the game will go popular again. all the best.,5,2025-03-31 15:34:11
Jearon Minoza,Good,5,2025-03-31 15:28:35
Vilayat Hussain,very good game,5,2025-03-31 15:27:46
Tanchho Limbu,this games time pass 😔,1,2025-03-31 15:24:25
Rezaul Korim,This game is great 👍,3,2025-03-31 15:17:44
Darsh Jain,this game are also good because their new abtaits and 3D look,4,2025-03-31 15:17:01
Eriona Shabani,Game super 👌🏻,5,2025-03-31 15:16:48
imad Muzamil,it gets timepass,5,2025-03-31 15:12:13
Malcolm Reynolds,"And just like that the you need the Sybo glitch, freeze & crash internet connection where you don't get past the first obstacle without crashing. I contacted Huawei. They said when that happens the app or Google play mines your apps for personal information. If you choose this product guard your banking apps.",1,2025-03-31 15:08:28
Milon Saha,this is time pass,5,2025-03-31 15:03:28
mitul desai,best game ever,5,2025-03-31 15:01:27
Sharad Kumar,good game play,5,2025-03-31 15:00:51
Juli Sinha,Very nice game 👏,5,2025-03-31 14:54:06
Gordon Less restrained man,"Pretty good game for passing time in band class, but almost everything is very costly when playing without paying",4,2025-03-31 14:53:39
Diamond Simon,it's very nice and has made my journey home very more funnier than be for thank to the original subway surfers,5,2025-03-31 14:52:34
ALii,I was playing this game when I was 5 and I was not good at it then I got carried away and then got back to it and then begun getting to millions and the new updates and new things are amazing,5,2025-03-31 14:42:28
Karan Gaikwad,so yes sirrrr!!!,5,2025-03-31 14:42:21
Devki Singh,fav.,5,2025-03-31 14:41:44
NIKHIL CHAUHAN,good,5,2025-03-31 14:37:31
Shubham Sahota,:) it is a good Game,5,2025-03-31 14:34:47
Sarthaksingh Singh,ok ok,2,2025-03-31 14:33:41
Mahan Ebrahimi,old game and the best🌹,5,2025-03-31 14:30:53
Diana Diana,i've played this since my childhood and I still absolutely LOVE this game,5,2025-03-31 14:29:57
Fatima Khan,I love this game 🎮🎯 thnz for making it,5,2025-03-31 14:26:39
nakshathra anil,Set saanam,5,2025-03-31 14:25:00
Beju Patadiya,time pas,5,2025-03-31 14:20:51
Tontora,it's so nice game brooo 10/10,5,2025-03-31 14:20:17
Nilay Panchal,super duper 🔥🔥🔥,5,2025-03-31 14:18:15
Pushpa BN,itz very good for time pass and also saves the battery without any network supplies,5,2025-03-31 14:12:58
Sanved Lokhande,nice game,5,2025-03-31 14:12:52
Qayyumaliking Qayyumaliking,nice game,5,2025-03-31 14:11:32
June Harriet.,"I'm done with all the first 30 missions now when I complete a mission the multiplier doesn't increase, any explanations why",4,2025-03-31 14:08:42
Santosh Kumar,For this game I have no words to describe...This game is awesome and I am play it since I was 5. And now I am 13. Just wanna say... THANK YOU SUBWAY SURFERS TO MAKE MY CHILDHOOD AND TO DEVELOPE MY MIND...🤗🤞❤️💙,5,2025-03-31 14:07:31
Pamela Guha Sarkar,pls make characters 20 or 10 in event tires not boards,4,2025-03-31 14:06:56
Hemant Singh,best game 🎯,5,2025-03-31 14:06:05
Mangal Prasad Mohanty,good game,5,2025-03-31 14:05:55
Mwabaya Megyn,love it 🔥 I just wish that we could get some of our rewards offline it would really be great but overall 10/10 game,5,2025-03-31 14:04:13
M Bilal,The Game is really amazing and is offline game is fun,5,2025-03-31 14:03:55
Nazneen Irani,its fun and interesting good offline also. it is about running away from a fat cop and climbing trains with powerups and i really like this game. it has many charaters and boards like jake skye frutti and more the orginal game was so different from now and in a good way. there are many challengenes but with hardwork and praticres anythung is possible. life for this people is hard but they make it. so ride trains and save the day on subway surfers,4,2025-03-31 14:01:07
Sunita good job Tyson,this is a good game but updated are super all countrys favorite festival I like this game,5,2025-03-31 13:57:04
Jaishree Kunwar,this game is very beautiful and game updat on every month and new character and boards,5,2025-03-31 13:55:03
Ahmad Ashm,I wish add more thing in game maybe more mission or new events,5,2025-03-31 13:39:37
Shuvam Koirala,Such a fun game! it is actually fun to play and I love its missions,5,2025-03-31 13:31:58
Venkatesan Perumal,this is a very good game,5,2025-03-31 13:28:31
Antana Nariivu,R.I.P. creator's son,4,2025-03-31 13:28:13
Neha,amazing,5,2025-03-31 13:26:53
Lesley Ndeitwa,very nice,5,2025-03-31 13:25:18
Marcel Baddho,i love the game but I have been playing this game for some years now but I have never end money from it!!,5,2025-03-31 13:25:10
chioma gift,I'm going back at it,5,2025-03-31 13:17:42
bnish mobin,this is the best game,5,2025-03-31 13:16:08
Nikita Yadav,very good game I like it,5,2025-03-31 13:14:16
a m,Good,5,2025-03-31 13:11:40
Rahul Rahul,very nice 👌 👍 👏,4,2025-03-31 13:11:02
Shashank Raut,I can't connect to the facebook app with game .,4,2025-03-31 13:10:30
Shourya Singh Bhati,Brilant game,5,2025-03-31 13:09:43
mohamed magdy160,every day the game becomes worse and worse,1,2025-03-31 13:09:06
Rahul Kumar,really this game was a wonderful game it has made my bad day into the wonderful day 😊💕,5,2025-03-31 13:08:53
Aditi Yadav,very good game I like it,5,2025-03-31 13:03:07
Arif Hussian,the second update was too much boring,1,2025-03-31 13:02:40
Darren Phromvet,best game to cure boredom,5,2025-03-31 12:55:38
getrude benesi,Fine but yet great,5,2025-03-31 12:55:07
Martha Peet,"This is a AMAZING game! There are so many characters and boards you always have something to do. I've been playing this for maybe 8 years now, and it only gets more interesting 🌟🌟🌟🌟🌟",5,2025-03-31 12:52:15
Nasreen Sultana,love ❤️ this game,5,2025-03-31 12:46:06
M Tariq,nice very nice,5,2025-03-31 12:42:17
Shaila Kamath,fabulous 👌,5,2025-03-31 12:41:38
Rupali Muktan,Best game ever I seen ✨,5,2025-03-31 12:37:00
Balkesh pilania pilania pilania,Great 👍👍,5,2025-03-31 12:35:15
Gabbie Mayepi,the game is fun ⭐⭐⭐🤩🤩🤩🤩🤩,5,2025-03-31 12:33:52
Anthony Rutangye,"Fun, entertaining and can be played without Internet unlike most games.",5,2025-03-31 12:33:19
Saroj Gupta,it is a very fun game,5,2025-03-31 12:32:54
Dharshan Dharshan,Dharshan super game,5,2025-03-31 12:24:55
Tahsinaarafat Tahsinaarafat,it's pretty good,3,2025-03-31 12:22:28
Lejourn Panashe,coop game trust me,5,2025-03-31 12:19:01
Prakash Parida,Exlent,5,2025-03-31 12:15:58
Ranganathan Radhakrishnan,Good 👍 in this world I 🌎 👏 👌,1,2025-03-31 12:15:22
Saira Bano,very good for kids,5,2025-03-31 12:13:03
Akshita Kumari,It's really good and all but sometimes because of the ads it won't save my progress like one time I did 11 lakh+ and it lagged and didn't save it there should be a feature where you can save your progress currently so in case something like this happens your score will not get ruined...also one more thing I like to say is that it doesn't matter how much you score in an event it will not pop up in your high score which is kind of bad because what if your score in event is really high...😭😭,4,2025-03-31 12:04:48
RHIANNE HERMIONE BAUTISTA,it's fun to play with wifi and without wifi and also i like the game so much that even if i am just done brushing my teeth in the morning i will claim the rewards,5,2025-03-31 12:04:15
hdgsgsgsv gsgs,is solo cool,5,2025-03-31 12:00:36
Anthony Daymil,it's wonderful game and make high score,5,2025-03-31 11:59:51
Gokul Varma,it's enjoyable,5,2025-03-31 11:57:12
Mishti Girdharwal,good,4,2025-03-31 11:54:57
BANTI DAS,Vrey vrey Vrey vrey vrey Vrey Good Game,5,2025-03-31 11:54:41
Chunni Lal bairwa,write game,5,2025-03-31 11:51:35
Rithav Muthukumar,I love it is so addictive,5,2025-03-31 11:49:16
Mehtab Ahmed,so nice gem,5,2025-03-31 11:48:47
Baljinder kaur Kaur,"this game is best game❤️❤️. the events are awesome . and achivement give us free keys. l buy so many characters, boards etc. best offline game ever. l am playing this game since 3 years. mystery boxes give us free gift. but l really open so many mystery boxes but I don't get jackpot single time. I hope that I will get jackpot. but the problem is we cannot buy keys with the help of coins. and mission completing feature is very good. all over game is too good 🥰🥰🥰❤️❤️❤️ best game ever 😁😝😋🤤",5,2025-03-31 11:46:41
Santosh Kumawat,I love this game this graphics is nice and it has many events A fun this game for kids this is the offline Game can you play this is an many events like floor lava etc .,5,2025-03-31 11:45:56
jojo ak,"best game for time pass and you didn't need any data, Wi-Fi the is the best game ever?😛",5,2025-03-31 11:44:18
Devna,it's very fun to play even my friends fight o er my phone for this game! love it!,5,2025-03-31 11:43:26
Laxmi Rajawat,nice,5,2025-03-31 11:43:04
Jawwad,badiya game h childhood favourite maje maje mai de diye 1 star like i mean 1 rank,1,2025-03-31 11:42:56
Zulfa Ismail,good game,5,2025-03-31 11:41:17
sumit Negi,this is my favorite game do better update in game,5,2025-03-31 11:40:19
Fortunate Mkhabela,exciting,5,2025-03-31 11:39:53
Sharvil Shevade,sometimes the updates are lame,3,2025-03-31 11:39:28
Kenza Asloul,classic game fun to play though I want to know how to keep my progress even if I change phones,4,2025-03-31 11:34:20
Nicole Herman,it is just my all time favorite game just love it♥️♥️♥️,5,2025-03-31 11:33:45
Donald Biden,"W game no doubt! I used to play SS when I was a kid, I abandoned it after that and now, I'm back at it! it brought back a ton of memories when I was a kid and now I feel alive after this, this is a 10/10 no doubt 🔥❤️",5,2025-03-31 11:31:23
Zoya Ansari,it's an amazing game ......,5,2025-03-31 11:30:36
Ubaid ullha,good game,5,2025-03-31 11:22:44
smiti chelleng,ookk enjoy game,5,2025-03-31 11:22:26
Ellardherwit Herwit,sure why not,5,2025-03-31 11:22:05
Jean gabriel Mendel,this music is so good I want the community to do not change the music,5,2025-03-31 11:19:22
Pranay Gharat,(one of the) best ever game,5,2025-03-31 11:18:21
Abhishruti Purkayastha,love this,5,2025-03-31 11:17:53
Chinmeri Oraebosi,Very good game. I played it in my childhood! Would highly recommend 👌.,5,2025-03-31 11:14:52
Manisha Gaware,nice 👍,5,2025-03-31 11:13:19
A Google user,The memories i have with this game dude....,5,2025-03-31 11:12:59
Patrick Gorie,I love the app,4,2025-03-31 11:09:41
Mr Puzzles (Official),I want the j Balvin music back it made subway surfers unique though I did enjoy the game,5,2025-03-31 11:05:15
sohail sohail,Kuch adventure lao,5,2025-03-31 10:58:31
khadija shazadi,Very fun nothing else to say,5,2025-03-31 10:56:20
Shahzad Ali,Good game,5,2025-03-31 10:53:27
Uvu,expensive I can never tell this is unusually delete.,5,2025-03-31 10:47:33
Arjun,very good game,5,2025-03-31 10:46:54
Shaikh Shannu,good,3,2025-03-31 10:34:58
vikram kumar prajapati,Nice 👍🙂👍🙂,5,2025-03-31 10:33:10
Sulata Mandal,Very nice game,5,2025-03-31 10:29:44
SHAHNAWAZ QURESHI,world best game,5,2025-03-31 10:29:18
Agnes Dall,"I really do love the game, but the recent update making character outfits separate from the characters is incredibly frustrating, and I sincerely hope you revert back to the less cluttered version where you can see all the outfits for a character, and where there's some non-event outfits you can always buy for coins or keys. I don't understand the update and it is very weird to have a characters outfit but not the basic version of the character.",3,2025-03-31 10:28:23
Folajinmi Oludairo-luda,nice game,4,2025-03-31 10:28:22
Viana,I get back to it whenever I'm free,5,2025-03-31 10:25:56
Lakhwinder Singh,amaze,5,2025-03-31 10:24:44
Clarissa Van Wyk,fun completing all the missions!,5,2025-03-31 10:24:04
Ayushi Goyal,Good game,5,2025-03-31 10:21:37
chandrahas kambale,this game is super,5,2025-03-31 10:20:29
Amy hall hall,best game every I love this game time killer love it,5,2025-03-31 10:18:36
